sample_index,sample_id,official_status,case_dir,repeat_1_final_dir,repeat_2_final_dir,missing_count,missing_items
54,CommenSence/add_condiment_common_sense/example53,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example53,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example53\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example53\official_repeat_2,0,
55,CommenSence/add_condiment_common_sense/example54,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example54,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example54\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example54\official_repeat_2,0,
56,CommenSence/add_condiment_common_sense/example55,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example55,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example55\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example55\official_repeat_2,0,
57,CommenSence/add_condiment_common_sense/example56,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example56,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example56\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example56\official_repeat_2,0,
58,CommenSence/add_condiment_common_sense/example57,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example57,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example57\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example57\official_repeat_2,0,
59,CommenSence/add_condiment_common_sense/example58,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example58,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example58\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example58\official_repeat_2,0,
60,CommenSence/add_condiment_common_sense/example60,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example60,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example60\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example60\official_repeat_2,0,
61,CommenSence/add_condiment_common_sense/example59,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example59,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example59\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example59\official_repeat_2,0,
62,CommenSence/add_condiment_common_sense/example61,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example61,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example61\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example61\official_repeat_2,0,
63,CommenSence/add_condiment_common_sense/example62,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example62,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example62\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example62\official_repeat_2,0,
64,CommenSence/add_condiment_common_sense/example63,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example63,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example63\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example63\official_repeat_2,0,
65,CommenSence/add_condiment_common_sense/example64,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example64,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example64\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example64\official_repeat_2,0,
66,CommenSence/add_condiment_common_sense/example65,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example65,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example65\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example65\official_repeat_2,0,
67,CommenSence/add_condiment_common_sense/example66,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example66,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example66\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example66\official_repeat_2,0,
68,CommenSence/add_condiment_common_sense/example67,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example67,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example67\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example67\official_repeat_2,0,
69,CommenSence/add_condiment_common_sense/example68,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example68,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example68\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example68\official_repeat_2,0,
70,CommenSence/add_condiment_common_sense/example69,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example69,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example69\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example69\official_repeat_2,0,
71,CommenSence/add_condiment_common_sense/example70,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example70,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example70\official_repeat_1_retry2_exception,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\CommenSence\add_condiment_common_sense\example70\official_repeat_2,0,
