sample_id,category,task,example,conversion_ok,conversion_errors,skill_sequence,action_count
CommenSence/select_fruit_common_sense/example16,CommenSence,select_fruit_common_sense,example16,True,,pick>place,2
CommenSence/select_fruit_common_sense/example17,CommenSence,select_fruit_common_sense,example17,True,,pick>place,2
CommenSence/select_fruit_common_sense/example18,CommenSence,select_fruit_common_sense,example18,True,,pick>place,2
CommenSence/select_fruit_common_sense/example19,CommenSence,select_fruit_common_sense,example19,True,,pick>place,2
CommenSence/select_fruit_common_sense/example20,CommenSence,select_fruit_common_sense,example20,True,,pick>place,2
CommenSence/select_fruit_common_sense/example21,CommenSence,select_fruit_common_sense,example21,True,,pick>place,2
CommenSence/select_fruit_common_sense/example22,CommenSence,select_fruit_common_sense,example22,True,,pick>place,2
CommenSence/select_fruit_common_sense/example23,CommenSence,select_fruit_common_sense,example23,True,,pick>place,2
CommenSence/select_fruit_common_sense/example25,CommenSence,select_fruit_common_sense,example25,True,,pick>place,2
CommenSence/select_fruit_common_sense/example26,CommenSence,select_fruit_common_sense,example26,True,,pick>place,2
CommenSence/select_fruit_common_sense/example27,CommenSence,select_fruit_common_sense,example27,True,,pick>place,2
CommenSence/select_fruit_common_sense/example28,CommenSence,select_fruit_common_sense,example28,True,,pick>place,2
CommenSence/select_fruit_common_sense/example29,CommenSence,select_fruit_common_sense,example29,True,,pick>place,2
CommenSence/select_fruit_common_sense/example30,CommenSence,select_fruit_common_sense,example30,True,,pick>place,2
CommenSence/select_fruit_common_sense/example31,CommenSence,select_fruit_common_sense,example31,True,,pick>place,2
CommenSence/select_fruit_common_sense/example32,CommenSence,select_fruit_common_sense,example32,True,,pick>place,2
CommenSence/select_fruit_common_sense/example35,CommenSence,select_fruit_common_sense,example35,True,,pick>place,2
CommenSence/select_fruit_common_sense/example34,CommenSence,select_fruit_common_sense,example34,True,,pick>place,2
CommenSence/select_fruit_common_sense/example36,CommenSence,select_fruit_common_sense,example36,True,,pick>place,2
CommenSence/select_fruit_common_sense/example37,CommenSence,select_fruit_common_sense,example37,True,,pick>place,2
CommenSence/select_fruit_common_sense/example38,CommenSence,select_fruit_common_sense,example38,True,,pick>place,2
CommenSence/select_fruit_common_sense/example39,CommenSence,select_fruit_common_sense,example39,True,,pick>place,2
CommenSence/select_fruit_common_sense/example40,CommenSence,select_fruit_common_sense,example40,True,,pick>place,2
CommenSence/select_fruit_common_sense/example41,CommenSence,select_fruit_common_sense,example41,True,,pick>place,2
CommenSence/select_fruit_common_sense/example42,CommenSence,select_fruit_common_sense,example42,True,,pick>place,2
CommenSence/select_fruit_common_sense/example43,CommenSence,select_fruit_common_sense,example43,True,,pick>place,2
CommenSence/select_fruit_common_sense/example44,CommenSence,select_fruit_common_sense,example44,True,,pick>place,2
CommenSence/select_fruit_common_sense/example45,CommenSence,select_fruit_common_sense,example45,True,,pick>place,2
CommenSence/select_fruit_common_sense/example47,CommenSence,select_fruit_common_sense,example47,True,,pick>place,2
CommenSence/select_fruit_common_sense/example46,CommenSence,select_fruit_common_sense,example46,True,,pick>place,2
CommenSence/select_fruit_common_sense/example48,CommenSence,select_fruit_common_sense,example48,True,,pick>place,2
CommenSence/select_fruit_common_sense/example50,CommenSence,select_fruit_common_sense,example50,True,,pick>place,2
CommenSence/select_fruit_common_sense/example51,CommenSence,select_fruit_common_sense,example51,True,,pick>place,2
CommenSence/select_fruit_common_sense/example52,CommenSence,select_fruit_common_sense,example52,True,,pick>place,2
CommenSence/select_fruit_common_sense/example53,CommenSence,select_fruit_common_sense,example53,True,,pick>place,2
CommenSence/select_fruit_common_sense/example54,CommenSence,select_fruit_common_sense,example54,True,,pick>place,2
CommenSence/select_fruit_common_sense/example55,CommenSence,select_fruit_common_sense,example55,True,,pick>place,2
CommenSence/select_fruit_common_sense/example56,CommenSence,select_fruit_common_sense,example56,True,,pick>place,2
CommenSence/select_fruit_common_sense/example57,CommenSence,select_fruit_common_sense,example57,True,,pick>place,2
CommenSence/select_fruit_common_sense/example58,CommenSence,select_fruit_common_sense,example58,True,,pick>place,2
CommenSence/select_fruit_common_sense/example59,CommenSence,select_fruit_common_sense,example59,True,,pick>place,2
CommenSence/select_fruit_common_sense/example60,CommenSence,select_fruit_common_sense,example60,True,,pick>place,2
CommenSence/select_fruit_common_sense/example61,CommenSence,select_fruit_common_sense,example61,True,,pick>place,2
CommenSence/select_fruit_common_sense/example62,CommenSence,select_fruit_common_sense,example62,True,,pick>place,2
CommenSence/select_fruit_common_sense/example63,CommenSence,select_fruit_common_sense,example63,True,,pick>place,2
CommenSence/select_fruit_common_sense/example64,CommenSence,select_fruit_common_sense,example64,True,,pick>place,2
CommenSence/select_fruit_common_sense/example65,CommenSence,select_fruit_common_sense,example65,True,,pick>place,2
CommenSence/select_fruit_common_sense/example66,CommenSence,select_fruit_common_sense,example66,True,,pick>place,2
CommenSence/select_fruit_common_sense/example67,CommenSence,select_fruit_common_sense,example67,True,,pick>place,2
CommenSence/select_fruit_common_sense/example68,CommenSence,select_fruit_common_sense,example68,True,,pick>place,2
CommenSence/select_fruit_common_sense/example69,CommenSence,select_fruit_common_sense,example69,True,,pick>place,2
CommenSence/select_fruit_common_sense/example70,CommenSence,select_fruit_common_sense,example70,True,,pick>place,2
CommenSence/select_fruit_common_sense/example71,CommenSence,select_fruit_common_sense,example71,True,,pick>place,2
CommenSence/select_fruit_common_sense/example72,CommenSence,select_fruit_common_sense,example72,True,,pick>place,2
CommenSence/select_fruit_common_sense/example73,CommenSence,select_fruit_common_sense,example73,True,,pick>place,2
CommenSence/select_fruit_common_sense/example74,CommenSence,select_fruit_common_sense,example74,True,,pick>place,2
CommenSence/select_fruit_common_sense/example75,CommenSence,select_fruit_common_sense,example75,True,,pick>place,2
CommenSence/select_fruit_common_sense/example76,CommenSence,select_fruit_common_sense,example76,True,,pick>place,2
CommenSence/select_fruit_common_sense/example77,CommenSence,select_fruit_common_sense,example77,True,,pick>place,2
CommenSence/select_fruit_common_sense/example79,CommenSence,select_fruit_common_sense,example79,True,,pick>place,2
CommenSence/select_fruit_common_sense/example78,CommenSence,select_fruit_common_sense,example78,True,,pick>place,2
CommenSence/select_fruit_common_sense/example81,CommenSence,select_fruit_common_sense,example81,True,,pick>place,2
CommenSence/select_fruit_common_sense/example80,CommenSence,select_fruit_common_sense,example80,True,,pick>place,2
CommenSence/select_fruit_common_sense/example82,CommenSence,select_fruit_common_sense,example82,True,,pick>place,2
CommenSence/select_fruit_common_sense/example83,CommenSence,select_fruit_common_sense,example83,True,,pick>place,2
CommenSence/select_fruit_common_sense/example85,CommenSence,select_fruit_common_sense,example85,True,,pick>place,2
CommenSence/select_fruit_common_sense/example84,CommenSence,select_fruit_common_sense,example84,True,,pick>place,2
CommenSence/select_fruit_common_sense/example86,CommenSence,select_fruit_common_sense,example86,True,,pick>place,2
CommenSence/select_fruit_common_sense/example87,CommenSence,select_fruit_common_sense,example87,True,,pick>place,2
CommenSence/select_fruit_common_sense/example89,CommenSence,select_fruit_common_sense,example89,True,,pick>place,2
CommenSence/select_fruit_common_sense/example88,CommenSence,select_fruit_common_sense,example88,True,,pick>place,2
CommenSence/select_fruit_common_sense/example90,CommenSence,select_fruit_common_sense,example90,True,,pick>place,2
CommenSence/select_fruit_common_sense/example91,CommenSence,select_fruit_common_sense,example91,True,,pick>place,2
CommenSence/select_fruit_common_sense/example92,CommenSence,select_fruit_common_sense,example92,True,,pick>place,2
CommenSence/select_fruit_common_sense/example93,CommenSence,select_fruit_common_sense,example93,True,,pick>place,2
CommenSence/select_fruit_common_sense/example95,CommenSence,select_fruit_common_sense,example95,True,,pick>place,2
CommenSence/select_fruit_common_sense/example94,CommenSence,select_fruit_common_sense,example94,True,,pick>place,2
CommenSence/select_fruit_common_sense/example96,CommenSence,select_fruit_common_sense,example96,True,,pick>place,2
CommenSence/select_fruit_common_sense/example97,CommenSence,select_fruit_common_sense,example97,True,,pick>place,2
CommenSence/select_fruit_common_sense/example99,CommenSence,select_fruit_common_sense,example99,True,,pick>place,2
CommenSence/select_fruit_common_sense/example98,CommenSence,select_fruit_common_sense,example98,True,,pick>place,2
CommenSence/select_nth_largest_poker/example0,CommenSence,select_nth_largest_poker,example0,True,,pick>place,2
CommenSence/select_nth_largest_poker/example1,CommenSence,select_nth_largest_poker,example1,True,,pick>place,2
CommenSence/select_nth_largest_poker/example2,CommenSence,select_nth_largest_poker,example2,False,sequence_missing_or_empty,,0
CommenSence/select_nth_largest_poker/example3,CommenSence,select_nth_largest_poker,example3,False,sequence_missing_or_empty,,0
CommenSence/select_nth_largest_poker/example4,CommenSence,select_nth_largest_poker,example4,True,,pick>place,2
CommenSence/select_nth_largest_poker/example5,CommenSence,select_nth_largest_poker,example5,True,,pick>place,2
CommenSence/select_nth_largest_poker/example6,CommenSence,select_nth_largest_poker,example6,False,sequence_missing_or_empty,,0
CommenSence/select_nth_largest_poker/example7,CommenSence,select_nth_largest_poker,example7,True,,pick>place,2
CommenSence/select_nth_largest_poker/example9,CommenSence,select_nth_largest_poker,example9,True,,pick>place,2
CommenSence/select_nth_largest_poker/example8,CommenSence,select_nth_largest_poker,example8,False,sequence_missing_or_empty,,0
CommenSence/select_nth_largest_poker/example11,CommenSence,select_nth_largest_poker,example11,True,,pick>place,2
CommenSence/select_nth_largest_poker/example10,CommenSence,select_nth_largest_poker,example10,False,sequence_missing_or_empty,,0
CommenSence/select_nth_largest_poker/example12,CommenSence,select_nth_largest_poker,example12,True,,pick>place,2
CommenSence/select_nth_largest_poker/example13,CommenSence,select_nth_largest_poker,example13,True,,pick>place,2
CommenSence/select_nth_largest_poker/example14,CommenSence,select_nth_largest_poker,example14,True,,pick>place,2
CommenSence/select_nth_largest_poker/example15,CommenSence,select_nth_largest_poker,example15,True,,pick>place,2
CommenSence/select_nth_largest_poker/example17,CommenSence,select_nth_largest_poker,example17,True,,pick>place,2
CommenSence/select_nth_largest_poker/example16,CommenSence,select_nth_largest_poker,example16,True,,pick>place,2
CommenSence/select_nth_largest_poker/example19,CommenSence,select_nth_largest_poker,example19,True,,pick>place,2
CommenSence/select_nth_largest_poker/example18,CommenSence,select_nth_largest_poker,example18,True,,pick>place,2
CommenSence/select_nth_largest_poker/example21,CommenSence,select_nth_largest_poker,example21,True,,pick>place,2
CommenSence/select_nth_largest_poker/example20,CommenSence,select_nth_largest_poker,example20,True,,pick>place,2
CommenSence/select_nth_largest_poker/example22,CommenSence,select_nth_largest_poker,example22,True,,pick>place,2
CommenSence/select_nth_largest_poker/example23,CommenSence,select_nth_largest_poker,example23,False,sequence_missing_or_empty,,0
